BASIN NAME,FORMATION,LAT,LONG
Balone - Condamine,MOOGA SANDSTONE,-27.2283,150.1302
Balone - Condamine,KUMBARILLA BEDS,-26.5792,150.09
Balone - Condamine,MOOGA SANDSTONE,-26.4094,148.6549
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.2848,151.1583
Balone - Condamine,WALLOON COAL MEASURES,-27.7618,151.434
Balone - Condamine,MAIN RANGE VOLCANICS,-27.516,151.6061
Balone - Condamine,BALONNE RIVER ALLUVIUM,-27.8517,148.4922
Balone - Condamine,FARM CREEK ALLUVIUM,-28.2886,152.2603
Balone - Condamine,DALRYMPLE CREEK ALLUVIUM,-28.007,151.8059
Balone - Condamine,HUTTON SANDSTONE,-26.0641,148.6018
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.8548,151.5603
Balone - Condamine,OAKEY CREEK ALLUVIUM,-27.416,151.6421
Balone - Condamine,,-28.175,151.8039
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.5954,151.374
Balone - Condamine,BALONNE RIVER ALLUVIUM,-27.9969,148.3704
Balone - Condamine,WALLOON COAL MEASURES,-27.3978,151.5612
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.2774,151.343
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.2774,151.343
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.7567,151.4616
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.7567,151.4616
Balone - Condamine,OAKEY CREEK ALLUVIUM,-27.4251,151.605
Balone - Condamine,NORTH MYALL CREEK ALLUVIUM,-27.1348,151.3693
Balone - Condamine,NORTH MYALL CREEK ALLUVIUM,-27.1348,151.3693
Balone - Condamine,,-27.4176,151.7333
Balone - Condamine,MAIN RANGE VOLCANICS,-27.586,151.9805
Balone - Condamine,OAKEY CREEK ALLUVIUM,-27.4328,151.6406
Balone - Condamine,MAIN RANGE VOLCANICS,-27.6891,151.8138
Balone - Condamine,MAIN RANGE VOLCANICS,-27.6891,151.8138
Balone - Condamine,BALONNE RIVER ALLUVIUM,-27.9969,148.3704
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.4227,151.2176
Balone - Condamine,MAIN RANGE VOLCANICS,-27.7308,151.7633
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.2719,151.1054
Balone - Condamine,,-27.9517,151.9924
Balone - Condamine,MAIN RANGE VOLCANICS,-27.9125,151.9797
Balone - Condamine,KINGS CREEK ALLUVIUM,-27.9276,151.863
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.8172,151.4699
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.9441,151.7154
Balone - Condamine,MAIN RANGE VOLCANICS,-27.6567,151.8026
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.1235,151.187
Balone - Condamine,WALLOON COAL MEASURES,-28.053,151.8746
Balone - Condamine,GLENGALLAN CREEK ALLUVIUM,-28.0583,152.2179
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.3914,151.3091
Balone - Condamine,HOORAY SANDSTONE,-27.8585,147.5785
Balone - Condamine,MAIN RANGE VOLCANICS,-27.616,151.7806
Balone - Condamine,BALONNE RIVER ALLUVIUM,-27.6541,148.0102
Balone - Condamine,,-26.2623,147.9457
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.8721,151.5298
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.3289,151.2581
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.3289,151.2581
Balone - Condamine,MAIN RANGE VOLCANICS,-27.4766,151.7503
Balone - Condamine,MAIN RANGE VOLCANICS,-27.4766,151.7503
Balone - Condamine,TOOWOOMBA VOLCANICS,-27.609,151.8565
Balone - Condamine,TOOWOOMBA VOLCANICS,-27.609,151.8565
Balone - Condamine,GUBBERAMUNDA SANDSTONE,-28.0692,148.7594
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-28.1317,151.8228
Balone - Condamine,BALONNE RIVER ALLUVIUM,-27.9968,148.3704
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.2121,151.1894
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.1197,151.0824
Balone - Condamine,OAKEY CREEK ALLUVIUM,-27.3971,151.6803
Balone - Condamine,MAIN RANGE VOLCANICS,-26.9811,151.4245
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.1442,151.0529
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.1808,151.1544
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.3828,151.1912
Balone - Condamine,,-28.4533,148.0425
Balone - Condamine,CADNA-OWIE FORMATION,-27.3124,146.1995
Balone - Condamine,MARBURG SUBGROUP,-26.7952,151.1207
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-26.8961,151.0872
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-26.899,150.9794
Balone - Condamine,MAIN RANGE VOLCANICS,-27.4576,151.7066
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.3513,151.1825
Balone - Condamine,HUTTON SANDSTONE,-26.7452,150.6036
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-28.3319,152.2709
Balone - Condamine,MAIN RANGE VOLCANICS,-27.7712,151.9037
Balone - Condamine,,-27.3914,151.41
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.5564,151.3681
Balone - Condamine,,-27.0952,150.8981
Balone - Condamine,GUBBERAMUNDA SANDSTONE,-26.5829,149.1825
Balone - Condamine,,-26.3253,148.8875
Balone - Condamine,HUTTON SANDSTONE,-26.8515,150.6469
Balone - Condamine,MAIN RANGE VOLCANICS,-27.2765,151.6329
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.542,151.2613
Balone - Condamine,MAIN RANGE VOLCANICS,-27.6081,151.8317
Balone - Condamine,MAIN RANGE VOLCANICS,-27.6081,151.8317
Balone - Condamine,MAIN RANGE VOLCANICS,-27.6653,151.9315
Balone - Condamine,MAIN RANGE VOLCANICS,-27.5339,151.9284
Balone - Condamine,GLENGALLAN CREEK ALLUVIUM,-28.1261,151.953
Balone - Condamine,,-27.3983,151.5021
Balone - Condamine,BUNGIL FORMATION,-27.2882,148.725
Balone - Condamine,,-26.3542,147.9175
Balone - Condamine,DALRYMPLE CREEK ALLUVIUM,-28.0362,152.0336
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-26.9348,151.0369
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.3624,151.424
Balone - Condamine,BALONNE RIVER ALLUVIUM,-27.4719,148.7032
Balone - Condamine,GUBBERAMUNDA SANDSTONE,-26.5003,150.1045
Balone - Condamine,MAIN RANGE VOLCANICS,-27.8438,151.9806
Balone - Condamine,,-27.0495,149.7047
Balone - Condamine,DONCASTER MEMBER,-27.1324,146.9767
Balone - Condamine,BALONNE RIVER ALLUVIUM,-27.3784,148.0946
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.2368,151.1476
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.2368,151.1476
Balone - Condamine,MYALL CREEK ALLUVIUM,-27.1625,151.6269
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-28.236,152.0869
Balone - Condamine,KINGS CREEK ALLUVIUM,-27.9429,151.8092
Balone - Condamine,MAIN RANGE VOLCANICS,-27.8508,151.9419
Balone - Condamine,MAIN RANGE VOLCANICS,-27.4204,151.7813
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.5159,151.3283
Balone - Condamine,MAIN RANGE VOLCANICS,-27.5339,151.9283
Balone - Condamine,BUNGIL FORMATION,-27.9729,147.0918
Balone - Condamine,OAKEY CREEK ALLUVIUM,-27.3902,151.8283
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-28.2134,152.0432
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.0108,151.112
Balone - Condamine,FREESTONE CREEK ALLUVIUM,-28.1315,152.1534
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.8346,151.4493
Balone - Condamine,MAIN RANGE VOLCANICS,-27.0376,151.3264
Balone - Condamine,MARBURG SUBGROUP,-28.1932,152.0292
Balone - Condamine,MAIN RANGE VOLCANICS,-27.5339,151.6493
Balone - Condamine,MAIN RANGE VOLCANICS,-27.6965,151.7776
Balone - Condamine,MAIN RANGE VOLCANICS,-27.6965,151.7776
Balone - Condamine,WALLOON COAL MEASURES,-27.1933,151.3279
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.809,151.3635
Balone - Condamine,MARBURG SUBGROUP,-26.5924,151.2853
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.1097,151.0282
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-28.1546,151.8765
Balone - Condamine,,-27.599,151.93
Balone - Condamine,HOORAY SANDSTONE,-28.6677,146.8529
Balone - Condamine,,-28.2902,152.1709
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.7531,151.3492
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-28.3366,152.1285
Balone - Condamine,OAKEY CREEK ALLUVIUM,-27.4057,151.6582
Balone - Condamine,MILLARVALE CREEK ALLUVIUM,-28.0693,152.2311
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.5492,151.3143
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.4012,151.1925
Balone - Condamine,HOORAY SANDSTONE,-27.974,146.1351
Balone - Condamine,MOOGA SANDSTONE,-26.8994,149.7503
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.7584,151.3303
Balone - Condamine,MAIN RANGE VOLCANICS,-27.8512,151.9417
Balone - Condamine,CATTLE CREEK ALLUVIUM,-27.0025,151.3005
Balone - Condamine,BALONNE RIVER ALLUVIUM,-27.7627,148.4668
Balone - Condamine,DALRYMPLE CREEK ALLUVIUM,-28.0286,152.1664
Balone - Condamine,KUMBARILLA BEDS,-27.1739,150.7253
Balone - Condamine,MAIN RANGE VOLCANICS,-27.4663,151.5978
Balone - Condamine,MYALL CREEK NORTH BRANCH ALLUVIUM,-27.0146,151.5035
Balone - Condamine,MAIN RANGE VOLCANICS,-27.5446,151.8197
Balone - Condamine,HUTTON SANDSTONE,-26.3364,148.9066
Balone - Condamine,MAIN RANGE VOLCANICS,-27.4427,151.6025
Balone - Condamine,MAIN RANGE VOLCANICS,-27.566,151.9453
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.8346,151.5736
Balone - Condamine,MAIN RANGE VOLCANICS,-27.5009,151.8045
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.8525,151.3973
Balone - Condamine,MAIN RANGE VOLCANICS,-27.7049,151.8599
Balone - Condamine,MAIN RANGE VOLCANICS,-27.7049,151.8599
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-28.0007,151.7643
Balone - Condamine,OAKEY CREEK ALLUVIUM,-27.4123,151.6774
Balone - Condamine,MARBURG SUBGROUP,-26.9896,151.5605
Balone - Condamine,MARBURG SUBGROUP,-26.9896,151.5605
Balone - Condamine,MAIN RANGE VOLCANICS,-26.8965,151.4751
Balone - Condamine,MAIN RANGE VOLCANICS,-27.5525,151.7455
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.7101,151.3296
Balone - Condamine,TERTIARY - UNDEFINED,-27.3366,151.1851
Balone - Condamine,BALONNE RIVER ALLUVIUM,-27.8881,148.3875
Balone - Condamine,,-27.5848,151.9593
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.5105,151.2141
Balone - Condamine,GUBBERAMUNDA SANDSTONE,-28.7761,148.5135
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-28.196,151.969
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.8014,151.4944
Balone - Condamine,OAKEY CREEK ALLUVIUM,-27.4427,151.6025
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.5058,151.3581
Balone - Condamine,,-26.4327,149.5749
Balone - Condamine,,-28.0897,151.7927
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.7088,151.3315
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.6454,151.3217
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-26.772,150.9459
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.52,151.4305
Balone - Condamine,SWAN CREEK ALLUVIUM,-28.214,152.1019
Balone - Condamine,TOOWOOMBA VOLCANICS,-27.552,151.9726
Balone - Condamine,MOOGA SANDSTONE,-26.3384,149.5035
Balone - Condamine,,-27.8428,152.0646
Balone - Condamine,,-27.8428,152.0646
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.7393,151.4154
Balone - Condamine,MAIN RANGE VOLCANICS,-27.4306,151.6792
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.9156,151.6248
Balone - Condamine,GLENGALLAN CREEK ALLUVIUM,-28.1033,152.0767
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.3778,151.3404
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.1045,151.1173
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-28.1801,151.9595
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.9441,151.7153
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.1935,151.3153
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.1909,151.2752
Balone - Condamine,MYALL CREEK NORTH BRANCH ALLUVIUM,-27.101,151.3919
Balone - Condamine,GUBBERAMUNDA SANDSTONE,-28.4019,147.9882
Balone - Condamine,,-27.8886,152.1002
Balone - Condamine,,-27.8886,152.1002
Balone - Condamine,SWAN CREEK ALLUVIUM,-28.2059,152.1318
Balone - Condamine,MYALL CREEK ALLUVIUM,-27.2195,151.5672
Balone - Condamine,CONDAMINE RIVER ALLUVIUM,-27.9444,151.6668
Balone - Condamine,MAIN RANGE VOLCANICS,-27.8325,151.9238
Balone - Condamine,GLENGALLAN CREEK ALLUVIUM,-28.075,152.1376
Warrego,,-26.3782,146.2641
Warrego,HOORAY SANDSTONE,-28.1666,147.2442
Warrego,HOORAY SANDSTONE,-26.2258,145.9971
Warrego,WALLUMBILLA FORMATION,-26.1818,145.9754
Warrego,HUTTON SANDSTONE,-25.0635,146.264
Warrego,HOORAY SANDSTONE,-28.3954,145.643
Warrego,,-26.3782,146.2641
Warrego,,-26.3782,146.2641
Warrego,HOORAY SANDSTONE,-28.6451,145.843
Warrego,HOORAY SANDSTONE,-28.8541,145.6723
Warrego,WYANDRA SANDSTONE MEMBER,-28.3138,145.6845
Warrego,ADORI SANDSTONE,-25.6506,146.811
Warrego,,-26.3782,146.2641
Paroo,HOORAY SANDSTONE,-28.0898,144.6582
Paroo,WYANDRA SANDSTONE MEMBER,-28.0654,144.9368
Paroo,WYANDRA SANDSTONE MEMBER,-28.5412,144.3322
Paroo,WYANDRA SANDSTONE MEMBER,-28.4654,144.7805
Paroo,HOORAY SANDSTONE,-27.6471,144.6398
Paroo,HOORAY SANDSTONE,-28.0329,145.6231
Paroo,HOORAY SANDSTONE,-27.5599,145.146
Paroo,WYANDRA SANDSTONE MEMBER,-28.3032,145.388
Nicholson,GILBERT RIVER FORMATION,-18.1641,139.6688
Leichhardt,GILBERT RIVER FORMATION,-17.9299,140.0381
Leichhardt,GILBERT RIVER FORMATION,-18.8738,140.1174
Leichhardt,,-18.7923,139.7113
Flinders,HUTTON SANDSTONE,-21.0655,142.0341
Flinders,HOORAY SANDSTONE,-21.0294,141.6926
Flinders,GILBERT RIVER FORMATION,-18.7251,140.6076
Flinders,GILBERT RIVER FORMATION,-21.1842,142.9086
Flinders,GILBERT RIVER FORMATION,-20.8228,143.5739
Flinders,GILBERT RIVER FORMATION,-19.9543,141.6103
Flinders,GILBERT RIVER FORMATION,-19.5435,140.8959
Flinders,HUTTON SANDSTONE,-20.6873,143.8322
Flinders,HUTTON SANDSTONE,-21.1381,142.4539
Flinders,HUTTON SANDSTONE,-21.1034,142.9817
Flinders,GILBERT RIVER FORMATION,-19.0995,140.6701
Flinders,GILBERT RIVER FORMATION,-20.8072,141.7408
Flinders,GILBERT RIVER FORMATION,-20.1888,141.7443
Flinders,GILBERT RIVER FORMATION,-20.9068,141.4815
Flinders,GILBERT RIVER FORMATION,-20.1697,142.5884
Flinders,GILBERT RIVER FORMATION,-20.852,143.0862
Flinders,GILBERT RIVER FORMATION,-20.4257,142.9611
Flinders,GILBERT RIVER FORMATION,-20.3157,142.1056
Flinders,GILBERT RIVER FORMATION,-20.5789,142.6374
Flinders,GILBERT RIVER FORMATION,-20.6549,142.2164
Flinders,HOORAY SANDSTONE,-20.7215,142.6776
Flinders,HUTTON SANDSTONE,-21.0443,143.9628
Flinders,HUTTON SANDSTONE,-21.0049,142.461
Flinders,GILBERT RIVER FORMATION,-18.3715,140.6895
Flinders,GILBERT RIVER FORMATION,-20.5518,142.4368
Flinders,GILBERT RIVER FORMATION,-19.4188,140.7853
Flinders,GILBERT RIVER FORMATION,-20.4806,141.6044
Flinders,GILBERT RIVER FORMATION,-20.0733,142.2062
Flinders,GILBERT RIVER FORMATION,-21.2066,141.7406
Flinders,INJUNE CREEK GROUP,-20.6398,143.0376
Flinders,GILBERT RIVER FORMATION,-19.8889,142.4986
Flinders,GILBERT RIVER FORMATION,-19.9673,142.0426
Flinders,GILBERT RIVER FORMATION,-20.5568,140.997
Norman,GILBERT RIVER FORMATION,-19.376,141.2923
Norman,GILBERT RIVER FORMATION,-18.8352,141.3015
Norman,GILBERT RIVER FORMATION,-19.7149,142.4624
Norman,GILBERT RIVER FORMATION,-19.2499,143.0195
Norman,GILBERT RIVER FORMATION,-19.4361,141.7174
Norman,GILBERT RIVER FORMATION,-19.5506,141.5407
Norman,GILBERT RIVER FORMATION,-19.0707,142.0552
Norman,GILBERT RIVER FORMATION,-17.6697,141.0783
Norman,GILBERT RIVER FORMATION,-18.5142,141.8314
Norman,GILBERT RIVER FORMATION,-19.2175,143.1024
Norman,GILBERT RIVER FORMATION,-19.8659,141.852
Norman,GILBERT RIVER FORMATION,-17.4837,140.8406
Norman,GILBERT RIVER FORMATION,-19.2766,142.6407
Norman,GILBERT RIVER FORMATION,-19.3912,142.3481
Gilbert,,-17.914,143.6471
Gilbert,,-17.8998,143.255
Gilbert,MCBRIDE BASALT,-18.1778,144.6397
Gilbert,,-17.9353,142.9659
Gilbert,,-18.0604,142.7987
Mitchell,BULIMBA FORMATION,-15.7756,141.8103
Mitchell,BULIMBA FORMATION,-16.2364,141.4211
Mitchell,BULIMBA FORMATION,-16.1302,142.1651
Mitchell,BULIMBA FORMATION,-15.8993,142.1641
Coleman,,-14.8938,141.6286
Coleman,WYAABA BEDS,-14.8613,141.7061
Coleman,,-14.8642,142.7459
Holroyd,,-14.3592,142.5002
Archer,GILBERT RIVER FORMATION,-13.6277,142.8056
Wenlock,GILBERT RIVER FORMATION,-12.6535,142.7085
Wenlock,GARRAWAY SANDSTONE,-12.7851,142.4047
Ducie,,-12.2085,142.5827
Ducie,HELBY BEDS,-11.7493,142.5824
